SYSTEM:Time(s)	SubMechanism.ibFlap/Flap:roll(deg)	SubMechanism.ibFlap/Flap:x(mm)	SubMechanism.ibFlap/Flap:y(mm)	SubMechanism.ibFlap/Flap:z(mm)
7.364	14.088	24842.358	-3808.537	3092.077	
7.365	14.094	24842.466	-3808.519	3092.024	
7.366	14.1	24842.577	-3808.501	3091.972	
7.367	14.105	24842.686	-3808.484	3091.919	
7.368	14.111	24842.796	-3808.466	3091.866	
7.369	14.116	24842.907	-3808.448	3091.814	
7.37	14.122	24843.016	-3808.43	3091.761	
7.371	14.128	24843.126	-3808.413	3091.708	
7.372	14.133	24843.235	-3808.395	3091.655	
7.373	14.139	24843.346	-3808.378	3091.602	
7.374	14.144	24843.456	-3808.36	3091.55	
7.375	14.15	24843.565	-3808.342	3091.497	
7.376	14.155	24843.676	-3808.324	3091.444	
7.377	14.161	24843.786	-3808.307	3091.391	
7.378	14.167	24843.895	-3808.289	3091.338	
7.379	14.172	24844.006	-3808.271	3091.285	
7.38	14.178	24844.116	-3808.254	3091.232	
7.381	14.183	24844.225	-3808.236	3091.179	
7.382	14.189	24844.336	-3808.218	3091.126	
7.383	14.195	24844.446	-3808.2	3091.073	
7.384	14.2	24844.557	-3808.183	3091.02	
7.385	14.206	24844.666	-3808.165	3090.967	
7.386	14.211	24844.776	-3808.147	3090.914	
7.387	14.217	24844.887	-3808.129	3090.861	
7.388	14.223	24844.997	-3808.112	3090.808	
7.389	14.228	24845.106	-3808.094	3090.755	
7.39	14.234	24845.217	-3808.076	3090.701	
7.391	14.24	24845.327	-3808.059	3090.648	
7.392	14.245	24845.438	-3808.041	3090.595	
7.393	14.251	24845.547	-3808.023	3090.542	
7.394	14.256	24845.657	-3808.005	3090.488	
7.395	14.262	24845.768	-3807.987	3090.435	
7.396	14.268	24845.879	-3807.97	3090.382	
7.397	14.273	24845.989	-3807.952	3090.328	
7.398	14.279	24846.098	-3807.934	3090.275	
7.399	14.284	24846.209	-3807.916	3090.222	
7.4	14.29	24846.319	-3807.899	3090.168	
7.401	14.296	24846.43	-3807.881	3090.115	
7.402	14.301	24846.54	-3807.863	3090.062	
7.403	14.307	24846.651	-3807.845	3090.008	
7.404	14.312	24846.76	-3807.827	3089.955	
7.405	14.318	24846.87	-3807.81	3089.901	
7.406	14.324	24846.981	-3807.792	3089.848	
7.407	14.329	24847.092	-3807.774	3089.794	
7.408	14.335	24847.202	-3807.756	3089.741	
7.409	14.341	24847.313	-3807.739	3089.687	
7.41	14.346	24847.424	-3807.721	3089.633	
7.411	14.352	24847.534	-3807.703	3089.58	
7.412	14.358	24847.645	-3807.685	3089.526	
7.413	14.363	24847.755	-3807.667	3089.473	
7.414	14.369	24847.864	-3807.649	3089.419	
7.415	14.374	24847.975	-3807.631	3089.365	
7.416	14.38	24848.085	-3807.614	3089.312	
7.417	14.386	24848.196	-3807.596	3089.258	
7.418	14.391	24848.307	-3807.578	3089.204	
7.419	14.397	24848.417	-3807.56	3089.15	
7.42	14.403	24848.528	-3807.542	3089.097	
7.421	14.408	24848.639	-3807.525	3089.043	
7.422	14.414	24848.749	-3807.507	3088.989	
7.423	14.419	24848.86	-3807.489	3088.935	
7.424	14.425	24848.97	-3807.471	3088.881	
7.425	14.431	24849.081	-3807.453	3088.827	
7.426	14.436	24849.192	-3807.435	3088.773	
7.427	14.442	24849.302	-3807.417	3088.719	
7.428	14.448	24849.413	-3807.4	3088.665	
7.429	14.453	24849.524	-3807.382	3088.612	
7.43	14.459	24849.634	-3807.364	3088.557	
7.431	14.465	24849.745	-3807.346	3088.504	
7.432	14.47	24849.855	-3807.328	3088.449	
7.433	14.476	24849.968	-3807.31	3088.395	
7.434	14.482	24850.079	-3807.292	3088.341	
7.435	14.487	24850.189	-3807.275	3088.287	
7.436	14.493	24850.3	-3807.257	3088.233	
7.437	14.499	24850.41	-3807.239	3088.179	
7.438	14.504	24850.521	-3807.221	3088.125	
7.439	14.51	24850.632	-3807.203	3088.071	
7.44	14.516	24850.742	-3807.185	3088.017	
7.441	14.521	24850.853	-3807.167	3087.962	
7.442	14.527	24850.964	-3807.149	3087.908	
7.443	14.532	24851.076	-3807.131	3087.854	
7.444	14.538	24851.187	-3807.113	3087.799	
7.445	14.544	24851.297	-3807.096	3087.745	
7.446	14.549	24851.408	-3807.078	3087.691	
7.447	14.555	24851.519	-3807.06	3087.636	
7.448	14.561	24851.629	-3807.042	3087.582	
7.449	14.566	24851.742	-3807.024	3087.528	
7.45	14.572	24851.852	-3807.006	3087.473	
7.451	14.578	24851.963	-3806.988	3087.419	
7.452	14.583	24852.074	-3806.97	3087.364	
7.453	14.589	24852.184	-3806.952	3087.31	
7.454	14.595	24852.295	-3806.934	3087.255	
7.455	14.6	24852.407	-3806.916	3087.201	
7.456	14.606	24852.518	-3806.898	3087.147	
7.457	14.612	24852.629	-3806.88	3087.092	
7.458	14.618	24852.739	-3806.862	3087.037	
7.459	14.623	24852.852	-3806.844	3086.983	
7.46	14.629	24852.962	-3806.826	3086.928	
7.461	14.635	24853.073	-3806.808	3086.874	
7.462	14.64	24853.184	-3806.79	3086.819	
7.463	14.646	24853.296	-3806.772	3086.764	
7.464	14.652	24853.407	-3806.755	3086.709	
7.465	14.657	24853.518	-3806.736	3086.655	
7.466	14.663	24853.628	-3806.719	3086.6	
7.467	14.669	24853.741	-3806.7	3086.545	
7.468	14.674	24853.851	-3806.683	3086.491	
7.469	14.68	24853.962	-3806.665	3086.436	
7.47	14.686	24854.074	-3806.647	3086.381	
7.471	14.691	24854.185	-3806.629	3086.326	
7.472	14.697	24854.296	-3806.611	3086.271	
7.473	14.703	24854.408	-3806.593	3086.216	
7.474	14.708	24854.519	-3806.575	3086.162	
7.475	14.714	24854.63	-3806.557	3086.107	
7.476	14.72	24854.742	-3806.539	3086.052	
7.477	14.726	24854.853	-3806.521	3085.997	
7.478	14.731	24854.963	-3806.503	3085.942	
7.479	14.737	24855.076	-3806.484	3085.887	
7.48	14.743	24855.186	-3806.467	3085.832	
7.481	14.748	24855.297	-3806.448	3085.777	
7.482	14.754	24855.41	-3806.431	3085.722	
7.483	14.76	24855.52	-3806.412	3085.667	
7.484	14.765	24855.631	-3806.394	3085.612	
7.485	14.771	24855.743	-3806.376	3085.557	
7.486	14.777	24855.854	-3806.358	3085.501	
7.487	14.782	24855.967	-3806.34	3085.446	
7.488	14.788	24856.077	-3806.322	3085.391	
7.489	14.794	24856.19	-3806.304	3085.336	
7.49	14.8	24856.3	-3806.286	3085.281	
7.491	14.805	24856.411	-3806.268	3085.225	
7.492	14.811	24856.524	-3806.25	3085.17	
7.493	14.817	24856.634	-3806.232	3085.115	
7.494	14.822	24856.747	-3806.214	3085.06	
7.495	14.828	24856.857	-3806.196	3085.004	
7.496	14.834	24856.97	-3806.178	3084.949	
7.497	14.84	24857.08	-3806.16	3084.894	
7.498	14.845	24857.193	-3806.142	3084.838	
7.499	14.851	24857.304	-3806.123	3084.783	
7.5	14.857	24857.416	-3806.106	3084.727	
7.501	14.862	24857.527	-3806.087	3084.672	
7.502	14.868	24857.639	-3806.069	3084.616	
7.503	14.874	24857.75	-3806.051	3084.561	
7.504	14.88	24857.862	-3806.033	3084.506	
7.505	14.885	24857.973	-3806.015	3084.45	
7.506	14.891	24858.086	-3805.997	3084.394	
7.507	14.897	24858.196	-3805.979	3084.339	
7.508	14.902	24858.309	-3805.961	3084.283	
7.509	14.908	24858.419	-3805.943	3084.228	
7.51	14.914	24858.532	-3805.925	3084.172	
7.511	14.92	24858.643	-3805.907	3084.116	
7.512	14.925	24858.755	-3805.888	3084.061	
7.513	14.931	24858.868	-3805.87	3084.005	
7.514	14.937	24858.978	-3805.852	3083.949	
7.515	14.943	24859.091	-3805.834	3083.894	
7.516	14.948	24859.201	-3805.816	3083.838	
7.517	14.954	24859.314	-3805.798	3083.782	
7.518	14.96	24859.426	-3805.78	3083.726	
7.519	14.965	24859.537	-3805.762	3083.671	
7.52	14.971	24859.65	-3805.743	3083.615	
7.521	14.977	24859.76	-3805.725	3083.559	
7.522	14.983	24859.873	-3805.707	3083.503	
7.523	14.988	24859.985	-3805.689	3083.447	
7.524	14.994	24860.096	-3805.671	3083.391	
7.525	15	24860.209	-3805.653	3083.335	
7.526	15.006	24860.321	-3805.634	3083.279	
7.527	15.011	24860.432	-3805.616	3083.223	
7.528	15.017	24860.544	-3805.598	3083.168	
7.529	15.023	24860.657	-3805.58	3083.112	
7.53	15.029	24860.767	-3805.562	3083.055	
7.531	15.034	24860.88	-3805.544	3082.999	
7.532	15.04	24860.992	-3805.526	3082.943	
7.533	15.046	24861.103	-3805.507	3082.887	
7.534	15.052	24861.216	-3805.489	3082.831	
7.535	15.057	24861.328	-3805.471	3082.775	
7.536	15.063	24861.439	-3805.453	3082.719	
7.537	15.069	24861.551	-3805.435	3082.663	
7.538	15.075	24861.664	-3805.417	3082.606	
7.539	15.08	24861.776	-3805.398	3082.55	
7.54	15.086	24861.887	-3805.38	3082.494	
7.541	15.092	24862	-3805.362	3082.438	
7.542	15.098	24862.112	-3805.344	3082.381	
7.543	15.103	24862.225	-3805.326	3082.325	
7.544	15.109	24862.335	-3805.307	3082.269	
7.545	15.115	24862.448	-3805.289	3082.212	
7.546	15.121	24862.56	-3805.271	3082.156	
7.547	15.126	24862.673	-3805.253	3082.1	
7.548	15.132	24862.783	-3805.235	3082.043	
7.549	15.138	24862.896	-3805.217	3081.987	
7.55	15.144	24863.008	-3805.198	3081.931	
7.551	15.149	24863.121	-3805.18	3081.874	
7.552	15.155	24863.234	-3805.162	3081.818	
7.553	15.161	24863.344	-3805.144	3081.761	
7.554	15.167	24863.457	-3805.125	3081.705	
7.555	15.172	24863.569	-3805.107	3081.648	
7.556	15.178	24863.682	-3805.089	3081.592	
7.557	15.184	24863.794	-3805.071	3081.535	
7.558	15.19	24863.905	-3805.053	3081.478	
7.559	15.195	24864.017	-3805.034	3081.422	
7.56	15.201	24864.13	-3805.016	3081.365	
7.561	15.207	24864.243	-3804.998	3081.308	
7.562	15.213	24864.355	-3804.98	3081.252	
7.563	15.219	24864.468	-3804.961	3081.195	
7.564	15.224	24864.58	-3804.943	3081.138	
7.565	15.23	24864.691	-3804.925	3081.082	
7.566	15.236	24864.803	-3804.907	3081.025	
7.567	15.242	24864.916	-3804.888	3080.968	
7.568	15.247	24865.028	-3804.87	3080.911	
7.569	15.253	24865.141	-3804.852	3080.854	
7.57	15.259	24865.253	-3804.833	3080.798	
7.571	15.265	24865.366	-3804.815	3080.741	
7.572	15.271	24865.479	-3804.797	3080.684	
7.573	15.276	24865.591	-3804.779	3080.627	
7.574	15.282	24865.704	-3804.76	3080.57	
7.575	15.288	24865.814	-3804.742	3080.513	
7.576	15.294	24865.927	-3804.724	3080.456	
7.577	15.299	24866.039	-3804.706	3080.399	
7.578	15.305	24866.152	-3804.687	3080.342	
7.579	15.311	24866.264	-3804.669	3080.285	
7.58	15.317	24866.377	-3804.651	3080.228	
7.581	15.323	24866.489	-3804.632	3080.171	
7.582	15.328	24866.602	-3804.614	3080.114	
7.583	15.334	24866.714	-3804.596	3080.057	
7.584	15.34	24866.827	-3804.578	3080	
7.585	15.346	24866.94	-3804.559	3079.943	
7.586	15.352	24867.052	-3804.541	3079.885	
7.587	15.357	24867.165	-3804.523	3079.828	
7.588	15.363	24867.277	-3804.504	3079.771	
7.589	15.369	24867.39	-3804.486	3079.714	
7.59	15.375	24867.502	-3804.468	3079.657	
7.591	15.38	24867.615	-3804.449	3079.599	
7.592	15.386	24867.727	-3804.431	3079.542	
7.593	15.392	24867.84	-3804.413	3079.485	
7.594	15.398	24867.952	-3804.394	3079.427	
7.595	15.404	24868.065	-3804.376	3079.37	
7.596	15.409	24868.177	-3804.358	3079.313	
7.597	15.415	24868.29	-3804.339	3079.255	
7.598	15.421	24868.402	-3804.321	3079.198	
7.599	15.427	24868.515	-3804.303	3079.141	
7.6	15.433	24868.628	-3804.285	3079.083	
7.601	15.438	24868.74	-3804.266	3079.026	
7.602	15.444	24868.853	-3804.248	3078.968	
7.603	15.45	24868.965	-3804.229	3078.911	
7.604	15.456	24869.08	-3804.211	3078.853	
7.605	15.462	24869.192	-3804.193	3078.796	
7.606	15.468	24869.305	-3804.174	3078.738	
7.607	15.473	24869.417	-3804.156	3078.681	
7.608	15.479	24869.53	-3804.138	3078.623	
7.609	15.485	24869.642	-3804.119	3078.565	
7.61	15.491	24869.755	-3804.101	3078.508	
7.611	15.497	24869.867	-3804.083	3078.45	
7.612	15.502	24869.98	-3804.064	3078.392	
7.613	15.508	24870.092	-3804.046	3078.335	
7.614	15.514	24870.207	-3804.028	3078.277	
7.615	15.52	24870.319	-3804.009	3078.219	
7.616	15.526	24870.432	-3803.991	3078.161	
7.617	15.531	24870.544	-3803.972	3078.104	
7.618	15.537	24870.657	-3803.954	3078.046	
7.619	15.543	24870.77	-3803.936	3077.988	
7.62	15.549	24870.882	-3803.917	3077.93	
7.621	15.555	24870.996	-3803.899	3077.872	
7.622	15.561	24871.109	-3803.88	3077.814	
7.623	15.566	24871.222	-3803.862	3077.756	
7.624	15.572	24871.334	-3803.844	3077.698	
7.625	15.578	24871.447	-3803.825	3077.641	
7.626	15.584	24871.559	-3803.807	3077.583	
7.627	15.59	24871.674	-3803.788	3077.525	
7.628	15.595	24871.786	-3803.77	3077.467	
7.629	15.601	24871.899	-3803.752	3077.409	
7.63	15.607	24872.011	-3803.733	3077.351	
7.631	15.613	24872.124	-3803.715	3077.293	
7.632	15.619	24872.238	-3803.696	3077.235	
7.633	15.625	24872.351	-3803.678	3077.176	
7.634	15.63	24872.463	-3803.66	3077.118	
7.635	15.636	24872.576	-3803.641	3077.06	
7.636	15.642	24872.69	-3803.623	3077.002	
7.637	15.648	24872.803	-3803.604	3076.944	
7.638	15.654	24872.915	-3803.586	3076.886	
7.639	15.66	24873.028	-3803.568	3076.828	
7.64	15.665	24873.14	-3803.549	3076.769	
7.641	15.671	24873.255	-3803.531	3076.711	
7.642	15.677	24873.367	-3803.512	3076.653	
7.643	15.683	24873.48	-3803.494	3076.594	
7.644	15.689	24873.594	-3803.475	3076.536	
7.645	15.695	24873.707	-3803.457	3076.478	
7.646	15.7	24873.819	-3803.438	3076.42	
7.647	15.706	24873.932	-3803.42	3076.361	
7.648	15.712	24874.046	-3803.401	3076.303	
7.649	15.718	24874.159	-3803.383	3076.244	
7.65	15.724	24874.271	-3803.365	3076.186	
7.651	15.73	24874.384	-3803.346	3076.128	
7.652	15.736	24874.498	-3803.328	3076.069	
7.653	15.741	24874.611	-3803.309	3076.011	
7.654	15.747	24874.723	-3803.291	3075.952	
7.655	15.753	24874.838	-3803.272	3075.894	
7.656	15.759	24874.95	-3803.254	3075.835	
7.657	15.765	24875.063	-3803.235	3075.777	
7.658	15.771	24875.177	-3803.217	3075.718	
7.659	15.776	24875.29	-3803.198	3075.659	
7.66	15.782	24875.402	-3803.18	3075.601	
7.661	15.788	24875.515	-3803.161	3075.542	
7.662	15.794	24875.629	-3803.143	3075.484	
7.663	15.8	24875.742	-3803.124	3075.425	
7.664	15.806	24875.856	-3803.106	3075.366	
7.665	15.812	24875.969	-3803.087	3075.307	
7.666	15.817	24876.081	-3803.069	3075.249	
7.667	15.823	24876.196	-3803.051	3075.19	
7.668	15.829	24876.308	-3803.032	3075.131	
7.669	15.835	24876.421	-3803.014	3075.072	
7.67	15.841	24876.535	-3802.995	3075.014	
7.671	15.847	24876.648	-3802.976	3074.955	
7.672	15.853	24876.76	-3802.958	3074.896	
7.673	15.858	24876.875	-3802.939	3074.837	
7.674	15.864	24876.987	-3802.921	3074.778	
7.675	15.87	24877.102	-3802.902	3074.719	
7.676	15.876	24877.214	-3802.884	3074.66	
7.677	15.882	24877.327	-3802.865	3074.601	
7.678	15.888	24877.441	-3802.847	3074.542	
7.679	15.894	24877.554	-3802.828	3074.483	
7.68	15.9	24877.668	-3802.81	3074.425	
7.681	15.905	24877.781	-3802.791	3074.365	
7.682	15.911	24877.893	-3802.773	3074.306	
7.683	15.917	24878.008	-3802.754	3074.247	
7.684	15.923	24878.12	-3802.736	3074.188	
7.685	15.929	24878.235	-3802.717	3074.129	
7.686	15.935	24878.347	-3802.699	3074.07	
7.687	15.941	24878.462	-3802.68	3074.011	
7.688	15.946	24878.574	-3802.661	3073.952	
7.689	15.952	24878.687	-3802.643	3073.893	
7.69	15.958	24878.801	-3802.624	3073.833	
7.691	15.964	24878.914	-3802.606	3073.774	
7.692	15.97	24879.028	-3802.587	3073.715	
7.693	15.976	24879.141	-3802.569	3073.656	
7.694	15.982	24879.255	-3802.55	3073.596	
7.695	15.988	24879.368	-3802.532	3073.537	
7.696	15.993	24879.482	-3802.513	3073.478	
7.697	15.999	24879.595	-3802.495	3073.418	
7.698	16.005	24879.709	-3802.476	3073.359	
7.699	16.011	24879.822	-3802.457	3073.3	
7.7	16.017	24879.936	-3802.439	3073.24	
7.701	16.023	24880.049	-3802.42	3073.181	
7.702	16.029	24880.163	-3802.402	3073.122	
7.703	16.035	24880.276	-3802.383	3073.062	
7.704	16.041	24880.39	-3802.365	3073.003	
7.705	16.046	24880.503	-3802.346	3072.943	
7.706	16.052	24880.617	-3802.327	3072.884	
7.707	16.058	24880.73	-3802.309	3072.824	
7.708	16.064	24880.844	-3802.29	3072.764	
7.709	16.07	24880.957	-3802.272	3072.705	
7.71	16.076	24881.071	-3802.253	3072.645	
7.711	16.082	24881.184	-3802.234	3072.586	
7.712	16.088	24881.298	-3802.216	3072.526	
7.713	16.094	24881.411	-3802.197	3072.467	
7.714	16.099	24881.525	-3802.179	3072.407	
7.715	16.105	24881.638	-3802.16	3072.347	
7.716	16.111	24881.752	-3802.141	3072.287	
7.717	16.117	24881.866	-3802.123	3072.228	
7.718	16.123	24881.979	-3802.104	3072.168	
7.719	16.129	24882.093	-3802.086	3072.108	
7.72	16.135	24882.206	-3802.067	3072.048	
7.721	16.141	24882.32	-3802.048	3071.989	
7.722	16.147	24882.433	-3802.03	3071.929	
7.723	16.153	24882.547	-3802.011	3071.869	
7.724	16.158	24882.66	-3801.993	3071.809	
7.725	16.164	24882.774	-3801.974	3071.749	
7.726	16.17	24882.889	-3801.955	3071.689	
7.727	16.176	24883.001	-3801.937	3071.63	
7.728	16.182	24883.116	-3801.918	3071.57	
7.729	16.188	24883.228	-3801.899	3071.51	
7.73	16.194	24883.343	-3801.881	3071.45	
7.731	16.2	24883.457	-3801.862	3071.39	
7.732	16.206	24883.57	-3801.844	3071.33	
7.733	16.212	24883.684	-3801.825	3071.27	
7.734	16.217	24883.797	-3801.806	3071.21	
7.735	16.223	24883.911	-3801.788	3071.15	
7.736	16.229	24884.026	-3801.769	3071.09	
7.737	16.235	24884.138	-3801.75	3071.029	
7.738	16.241	24884.253	-3801.732	3070.969	
7.739	16.247	24884.367	-3801.713	3070.909	
7.74	16.253	24884.48	-3801.695	3070.849	
7.741	16.259	24884.594	-3801.676	3070.789	
7.742	16.265	24884.706	-3801.657	3070.729	
7.743	16.271	24884.821	-3801.639	3070.668	
7.744	16.277	24884.935	-3801.62	3070.608	
7.745	16.282	24885.048	-3801.601	3070.548	
7.746	16.288	24885.162	-3801.583	3070.487	
7.747	16.294	24885.277	-3801.564	3070.427	
7.748	16.3	24885.389	-3801.545	3070.367	
7.749	16.306	24885.504	-3801.527	3070.307	
7.75	16.312	24885.618	-3801.508	3070.246	
7.751	16.318	24885.731	-3801.489	3070.186	
7.752	16.324	24885.845	-3801.471	3070.126	
7.753	16.33	24885.96	-3801.452	3070.065	
7.754	16.336	24886.072	-3801.433	3070.005	
7.755	16.342	24886.187	-3801.415	3069.944	
7.756	16.348	24886.301	-3801.396	3069.884	
7.757	16.353	24886.414	-3801.377	3069.823	
7.758	16.359	24886.528	-3801.359	3069.763	
7.759	16.365	24886.642	-3801.34	3069.702	
7.76	16.371	24886.757	-3801.321	3069.642	
7.761	16.377	24886.869	-3801.303	3069.581	
7.762	16.383	24886.984	-3801.284	3069.521	
7.763	16.389	24887.098	-3801.265	3069.46	
7.764	16.395	24887.211	-3801.247	3069.399	
7.765	16.401	24887.325	-3801.228	3069.339	
7.766	16.407	24887.44	-3801.209	3069.278	
7.767	16.413	24887.554	-3801.19	3069.217	
7.768	16.419	24887.667	-3801.172	3069.157	
7.769	16.425	24887.781	-3801.153	3069.096	
7.77	16.431	24887.896	-3801.134	3069.035	
7.771	16.436	24888.008	-3801.116	3068.974	
7.772	16.442	24888.123	-3801.097	3068.914	
7.773	16.448	24888.237	-3801.078	3068.853	
7.774	16.454	24888.351	-3801.059	3068.792	
7.775	16.46	24888.464	-3801.041	3068.731	
7.776	16.466	24888.578	-3801.022	3068.671	
7.777	16.472	24888.693	-3801.003	3068.61	
7.778	16.478	24888.807	-3800.985	3068.549	
7.779	16.484	24888.92	-3800.966	3068.488	
7.78	16.49	24889.034	-3800.947	3068.427	
7.781	16.496	24889.149	-3800.929	3068.366	
7.782	16.502	24889.263	-3800.91	3068.305	
7.783	16.508	24889.376	-3800.891	3068.244	
7.784	16.514	24889.49	-3800.872	3068.183	
7.785	16.52	24889.605	-3800.854	3068.122	
7.786	16.526	24889.719	-3800.835	3068.061	
7.787	16.531	24889.833	-3800.816	3068	
7.788	16.537	24889.946	-3800.797	3067.939	
7.789	16.543	24890.06	-3800.779	3067.878	
7.79	16.549	24890.175	-3800.76	3067.817	
7.791	16.555	24890.289	-3800.741	3067.756	
7.792	16.561	24890.402	-3800.723	3067.694	
7.793	16.567	24890.516	-3800.704	3067.633	
7.794	16.573	24890.631	-3800.685	3067.572	
7.795	16.579	24890.745	-3800.666	3067.511	
7.796	16.585	24890.86	-3800.648	3067.45	
7.797	16.591	24890.972	-3800.629	3067.389	
7.798	16.597	24891.087	-3800.61	3067.327	
7.799	16.603	24891.201	-3800.591	3067.266	
7.8	16.609	24891.315	-3800.573	3067.205	
7.801	16.615	24891.43	-3800.554	3067.143	
7.802	16.621	24891.544	-3800.535	3067.082	
7.803	16.627	24891.657	-3800.516	3067.021	
7.804	16.633	24891.771	-3800.498	3066.959	
7.805	16.639	24891.886	-3800.479	3066.898	
7.806	16.644	24892	-3800.46	3066.837	
7.807	16.65	24892.115	-3800.441	3066.775	
7.808	16.656	24892.227	-3800.423	3066.714	
7.809	16.662	24892.342	-3800.404	3066.652	
7.81	16.668	24892.456	-3800.385	3066.591	
7.811	16.674	24892.57	-3800.366	3066.529	
7.812	16.68	24892.685	-3800.348	3066.468	
7.813	16.686	24892.799	-3800.329	3066.406	
7.814	16.692	24892.914	-3800.31	3066.345	
7.815	16.698	24893.026	-3800.291	3066.283	
7.816	16.704	24893.141	-3800.272	3066.221	
7.817	16.71	24893.255	-3800.254	3066.16	
7.818	16.716	24893.37	-3800.235	3066.098	
7.819	16.722	24893.484	-3800.216	3066.037	
7.82	16.728	24893.599	-3800.197	3065.975	
7.821	16.734	24893.713	-3800.179	3065.913	
7.822	16.74	24893.826	-3800.16	3065.852	
7.823	16.746	24893.94	-3800.141	3065.79	
7.824	16.752	24894.054	-3800.122	3065.728	
7.825	16.758	24894.169	-3800.103	3065.666	
7.826	16.764	24894.283	-3800.085	3065.605	
7.827	16.77	24894.398	-3800.066	3065.543	
7.828	16.776	24894.512	-3800.047	3065.481	
7.829	16.782	24894.627	-3800.028	3065.419	
7.83	16.788	24894.739	-3800.009	3065.357	
7.831	16.794	24894.854	-3799.991	3065.295	
7.832	16.8	24894.968	-3799.972	3065.234	
7.833	16.805	24895.082	-3799.953	3065.172	
7.834	16.811	24895.197	-3799.934	3065.11	
7.835	16.817	24895.311	-3799.915	3065.048	
7.836	16.823	24895.426	-3799.896	3064.986	
7.837	16.829	24895.54	-3799.878	3064.924	
7.838	16.835	24895.653	-3799.859	3064.862	
7.839	16.841	24895.767	-3799.84	3064.8	
7.84	16.847	24895.882	-3799.821	3064.738	
7.841	16.853	24895.996	-3799.803	3064.676	
7.842	16.859	24896.111	-3799.784	3064.614	
7.843	16.865	24896.225	-3799.765	3064.552	
7.844	16.871	24896.339	-3799.746	3064.49	
